customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1180,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),106.26,0.0,No
C1181,Male,0,Yes,No,16,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,55.19,926.24,Yes
C1182,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.85,5777.81,No
C1183,Male,0,Yes,No,52,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,53.39,2737.41,No
C1184,Male,0,Yes,No,30,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),85.13,2595.03,No
C1185,Male,0,No,No,61,Yes,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,47.95,2893.32,Yes
C1186,Female,0,No,No,7,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,70.5,534.8,No
C1187,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,102.49,2888.72,Yes
C1188,Male,0,No,Yes,65,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,104.54,6773.97,No
C1189,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,25.81,1177.42,No
C1190,Male,0,Yes,No,17,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),112.79,2018.95,No
C1191,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,71.23,3194.87,Yes
C1192,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),40.36,722.61,No
C1193,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),102.79,6941.18,No
C1194,Male,1,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),82.79,4058.9,No
C1195,Female,0,No,No,24,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,69.82,1731.12,No
C1196,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),100.79,3778.37,No
C1197,Female,0,No,No,35,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.79,1475.59,No
C1198,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,77.28,5219.2,No
C1199,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,116.1,6361.43,Yes
C1200,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.98,3168.8,Yes
C1201,Female,1,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,79.08,4866.25,No
C1202,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.0,80.83,No
C1203,Male,0,No,No,57,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,36.63,2081.63,No
C1204,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),80.44,4673.67,No
C1205,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.67,4196.45,No
C1206,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.78,357.66,No
C1207,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.88,3670.05,Yes
C1208,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.7,1336.41,No
C1209,Male,0,Yes,No,44,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.37,3821.95,Yes
C1210,Male,0,Yes,No,18,No,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,65.32,1211.96,Yes
C1211,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.66,477.17,No
C1212,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.43,6501.31,No
C1213,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),92.74,6014.82,No
C1214,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,116.75,4475.98,No
C1215,Male,0,Yes,No,17,No,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,97.04,1635.92,No
C1216,Female,0,No,No,0,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.01,0.0,Yes
C1217,Male,1,Yes,No,62,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),61.61,3803.14,Yes
C1218,Female,1,Yes,No,2,Yes,Yes,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.86,41.65,No
C1219,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),82.3,1681.7,No
C1220,Male,1,Yes,No,29,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),65.77,1869.71,Yes
C1221,Male,0,Yes,No,10,No,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,78.24,827.49,Yes
C1222,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,46.8,1025.58,No
C1223,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,37.99,2081.02,No
C1224,Female,0,Yes,Yes,2,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.04,142.21,Yes
C1225,Female,0,No,No,29,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,85.07,2358.37,No
C1226,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.2,5026.41,Yes
C1227,Female,0,No,No,35,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),119.18,4103.17,Yes
C1228,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),100.48,7198.78,No
C1229,Male,0,No,Yes,63,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),115.67,7310.77,No
C1230,Female,0,No,No,53,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),46.95,2473.88,No
C1231,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,18.36,1270.31,No
C1232,Female,0,No,No,49,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,37.79,1849.9,No
C1233,Female,1,No,No,30,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,82.71,2597.21,No
C1234,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),109.73,3131.58,Yes
C1235,Female,0,Yes,No,58,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,111.32,6532.42,Yes
C1236,Female,1,No,No,35,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,102.73,3542.13,Yes
C1237,Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,No,Mailed check,95.76,6995.52,Yes
C1238,Male,1,Yes,No,66,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,49.03,3203.77,No
C1239,Female,0,Yes,Yes,10,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),26.95,185.07,No
C1240,Female,0,No,No,10,No,Yes,No,No,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),71.57,692.71,No
C1241,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,52.2,1354.31,No
C1242,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,31.07,1607.0,Yes
C1243,Male,0,No,No,13,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),64.75,851.11,No
C1244,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No,No internet service,No,No internet service,No,One year,No,Mailed check,71.61,4463.21,No
C1245,Female,0,Yes,No,9,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Electronic check,96.97,879.36,No
C1246,Male,0,Yes,Yes,30,No,Yes,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.43,3035.82,No
C1247,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,65.79,2299.85,No
C1248,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,111.92,1001.89,Yes
C1249,Male,0,No,Yes,25,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,98.44,2462.41,Yes
C1250,Female,0,No,No,19,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.11,1180.2,Yes
C1251,Male,0,No,Yes,43,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),53.73,2376.6,No
C1252,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,50.42,3132.98,No
C1253,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.3,4770.84,No
C1254,Male,1,Yes,No,8,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.69,394.51,Yes
C1255,Male,0,No,Yes,70,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.82,4544.7,Yes
C1256,Male,0,No,No,23,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.88,1739.11,No
C1257,Female,1,Yes,No,11,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,34.93,358.39,No
C1258,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,99.39,5794.24,No
C1259,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),29.49,455.78,No
C1260,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,59.24,1684.4,No
C1261,Female,0,Yes,No,31,No,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,34.85,1019.76,No
C1262,Male,0,Yes,No,34,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),49.0,1601.0,No
C1263,Male,0,No,No,42,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),64.75,2698.11,No
C1264,Male,0,No,No,52,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.37,4970.68,Yes
C1265,Female,1,No,Yes,19,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.96,1464.28,No
C1266,Female,0,Yes,No,7,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.79,426.73,Yes
C1267,Female,0,Yes,No,41,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.28,3220.2,Yes
C1268,Male,0,No,No,69,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),48.22,3181.06,No
C1269,Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,103.52,1526.81,No
C1270,Female,0,Yes,No,68,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),67.28,4540.87,No
C1271,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),91.11,4767.43,No
C1272,Female,0,No,No,44,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,49.82,2163.69,No
C1273,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.09,4331.75,No
C1274,Male,0,Yes,No,5,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,No,Electronic check,112.53,518.68,No
C1275,Female,0,Yes,No,32,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,28.99,965.16,No
C1276,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.24,1017.17,No
C1277,Female,0,Yes,No,13,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,69.09,872.03,No
C1278,Male,0,No,No,38,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),73.18,2749.56,No
C1279,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),37.85,2329.24,No
C1280,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),20.76,18.51,No
C1281,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,25.27,1276.37,No
C1282,Female,1,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),46.99,678.82,Yes
C1283,Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),105.15,3848.29,No
C1284,Female,1,No,Yes,52,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.3,5211.05,Yes
C1285,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),119.53,6236.77,No
C1286,Male,1,No,No,45,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.53,4176.8,Yes
C1287,Male,0,Yes,Yes,14,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.82,699.36,No
C1288,Male,1,Yes,No,58,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,No,Electronic check,111.66,6437.12,No
C1289,Female,1,No,Yes,49,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,98.65,4831.81,No
C1290,Male,0,No,No,8,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),89.29,674.42,No
C1291,Male,1,Yes,Yes,25,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.69,1795.44,Yes
C1292,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,91.14,136.68,No
C1293,Female,0,No,No,46,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Electronic check,115.79,5292.5,Yes
C1294,Female,0,No,No,4,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,105.95,408.33,No
C1295,Female,0,Yes,No,61,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.84,2315.24,Yes
C1296,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,27.96,68.8,No
C1297,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.69,134.43,Yes
C1298,Male,1,No,Yes,62,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),90.71,5638.37,No
C1299,Female,0,No,No,24,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),46.45,1164.06,No
C1300,Male,0,No,No,43,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,91.26,3835.88,Yes
C1301,Male,1,No,No,24,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,36.78,868.32,No
C1302,Male,1,Yes,Yes,29,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),62.55,1817.23,No
C1303,Female,1,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),19.39,191.61,No
C1304,Female,0,No,Yes,42,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),29.08,1238.32,Yes
C1305,Male,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,26.31,623.22,Yes
C1306,Female,0,Yes,No,18,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),98.64,1782.65,Yes
C1307,Female,0,No,Yes,41,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),110.25,4545.04,No
C1308,Female,0,Yes,No,19,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),35.8,701.46,No
C1309,Female,0,Yes,No,10,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),71.5,684.51,No
C1310,Female,0,Yes,No,53,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,33.32,1750.35,No
C1311,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),97.48,2286.28,Yes
C1312,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.72,6981.85,No
C1313,Male,0,Yes,Yes,16,Yes,No,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,98.09,1570.6,No
C1314,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),43.65,1148.02,No
C1315,Female,0,Yes,No,49,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.43,2572.29,Yes
C1316,Male,0,Yes,No,54,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.27,2054.59,No
C1317,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.34,1276.46,No
C1318,Male,0,Yes,No,9,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24.59,238.33,No
C1319,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,118.6,2356.71,Yes
C1320,Female,1,Yes,No,57,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,111.15,6416.99,No
C1321,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Mailed check,26.1,908.61,No
C1322,Female,0,No,No,42,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,65.05,2815.89,Yes
C1323,Female,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),117.41,1171.5,No
C1324,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,23.56,707.83,No
C1325,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.21,4811.85,No
C1326,Male,0,Yes,No,45,Yes,No,DSL,Yes,No internet service,No,No,No,No,One year,No,Electronic check,28.86,1286.38,No
C1327,Male,0,No,Yes,60,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,53.49,3180.93,No
C1328,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.8,1388.54,No
